x,surface_ref,surface_mov_before,surface_mov_after,edge_margin_px,rotation_angle_deg
398,625.0,626.0,624.0,30,2.0
399,625.0,626.0,624.0,30,2.0
400,625.0,626.0,624.0,30,2.0
401,625.0,626.0,624.0,30,2.0
402,625.0,626.0,624.0,30,2.0
403,625.0,626.0,624.0,30,2.0
404,625.0,626.0,624.0,30,2.0
405,625.0,626.0,624.0,30,2.0
406,625.0,626.0,624.0,30,2.0
407,625.0,626.0,624.0,30,2.0
408,626.0,626.0,624.0,30,2.0
409,626.0,626.0,624.0,30,2.0
410,626.0,626.0,624.0,30,2.0
411,626.0,626.0,624.0,30,2.0
412,626.0,626.0,624.0,30,2.0
413,626.0,626.0,624.0,30,2.0
414,626.0,626.0,624.0,30,2.0
415,626.0,626.0,624.0,30,2.0
416,626.0,626.0,624.0,30,2.0
417,626.0,626.0,624.0,30,2.0
418,626.0,626.0,624.0,30,2.0
419,626.0,626.0,624.0,30,2.0
420,626.0,626.0,624.0,30,2.0
421,625.0,626.0,624.0,30,2.0
422,625.0,626.0,624.0,30,2.0
423,625.0,626.0,624.0,30,2.0
424,625.0,626.0,624.0,30,2.0
425,625.0,626.0,624.0,30,2.0
426,625.0,626.0,624.0,30,2.0
427,625.0,627.0,624.0,30,2.0
428,625.0,627.0,624.0,30,2.0
429,625.0,627.0,624.0,30,2.0
430,625.0,627.0,624.0,30,2.0
431,625.0,627.0,624.0,30,2.0
432,625.0,627.0,624.0,30,2.0
433,624.0,627.0,624.0,30,2.0
434,624.0,627.0,624.0,30,2.0
435,624.0,627.0,624.0,30,2.0
436,624.0,627.0,624.0,30,2.0
437,624.0,627.0,624.0,30,2.0
438,624.0,627.0,624.0,30,2.0
439,624.0,627.0,624.0,30,2.0
440,624.0,627.0,625.0,30,2.0
441,624.0,628.0,625.0,30,2.0
442,624.0,628.0,625.0,30,2.0
443,624.0,628.0,625.0,30,2.0
444,624.0,628.0,625.0,30,2.0
445,624.0,628.0,625.0,30,2.0
446,624.0,628.0,625.0,30,2.0
447,624.0,627.0,625.0,30,2.0
448,624.0,627.0,625.0,30,2.0
449,624.0,627.0,625.0,30,2.0
450,624.0,627.0,625.0,30,2.0
451,624.0,627.0,625.0,30,2.0
452,624.0,627.0,625.0,30,2.0
453,624.0,627.0,625.0,30,2.0
454,624.0,627.0,624.0,30,2.0
455,624.0,626.0,624.0,30,2.0
456,624.0,626.0,624.0,30,2.0
457,624.0,626.0,624.0,30,2.0
458,624.0,626.0,624.0,30,2.0
459,624.0,626.0,624.0,30,2.0
460,624.0,626.0,624.0,30,2.0
461,624.0,626.0,623.0,30,2.0
462,624.0,626.0,623.0,30,2.0
463,624.0,626.0,623.0,30,2.0
464,624.0,626.0,623.0,30,2.0
465,624.0,626.0,623.0,30,2.0
466,624.0,626.0,623.0,30,2.0
467,624.0,626.0,623.0,30,2.0
468,624.0,626.0,623.0,30,2.0
469,624.0,627.0,623.0,30,2.0
470,624.0,627.0,623.0,30,2.0
471,624.0,627.0,623.0,30,2.0
472,624.0,627.0,623.0,30,2.0
473,624.0,627.0,623.0,30,2.0
474,624.0,627.0,623.0,30,2.0
475,624.0,627.0,623.0,30,2.0
476,624.0,627.0,623.0,30,2.0
477,624.0,627.0,623.0,30,2.0
478,624.0,627.0,623.0,30,2.0
479,624.0,627.0,623.0,30,2.0
480,624.0,628.0,623.0,30,2.0
481,624.0,628.0,623.0,30,2.0
482,624.0,628.0,623.0,30,2.0
483,624.0,628.0,623.0,30,2.0
484,624.0,628.0,623.0,30,2.0
485,624.0,628.0,623.0,30,2.0
486,624.0,628.0,623.0,30,2.0
487,624.0,628.0,623.0,30,2.0
488,624.0,628.0,624.0,30,2.0
489,624.0,628.0,624.0,30,2.0
490,624.0,628.0,624.0,30,2.0
491,624.0,628.0,624.0,30,2.0
492,624.0,628.0,624.0,30,2.0
493,624.0,628.0,624.0,30,2.0
494,624.0,628.0,624.0,30,2.0
495,624.0,628.0,624.0,30,2.0
496,624.0,628.0,624.0,30,2.0
497,624.0,628.0,624.0,30,2.0
498,624.0,628.0,624.0,30,2.0
499,624.0,628.0,624.0,30,2.0
500,624.0,628.0,623.0,30,2.0
501,624.0,628.0,623.0,30,2.0
502,623.0,628.0,623.0,30,2.0
503,623.0,628.0,623.0,30,2.0
504,623.0,628.0,623.0,30,2.0
505,623.0,628.0,623.0,30,2.0
506,623.0,628.0,623.0,30,2.0
507,623.0,628.0,623.0,30,2.0
508,623.0,628.0,623.0,30,2.0
509,623.0,628.0,623.0,30,2.0
510,623.0,628.0,623.0,30,2.0
511,623.0,628.0,623.0,30,2.0
512,623.0,628.0,623.0,30,2.0
513,623.0,628.0,623.0,30,2.0
514,623.0,628.0,623.0,30,2.0
515,623.0,628.0,623.0,30,2.0
516,623.0,628.0,623.0,30,2.0
517,623.0,628.0,623.0,30,2.0
518,623.0,628.0,623.0,30,2.0
519,623.0,628.0,623.0,30,2.0
520,623.0,628.0,623.0,30,2.0
521,623.0,628.0,623.0,30,2.0
522,623.0,628.0,623.0,30,2.0
523,623.0,628.0,623.0,30,2.0
524,623.0,628.0,623.0,30,2.0
525,623.0,628.0,623.0,30,2.0
526,623.0,628.0,623.0,30,2.0
527,623.0,628.0,623.0,30,2.0
528,623.0,628.0,623.0,30,2.0
529,623.0,628.0,623.0,30,2.0
530,623.0,628.0,623.0,30,2.0
531,623.0,628.0,623.0,30,2.0
532,623.0,628.0,623.0,30,2.0
533,623.0,628.0,623.0,30,2.0
534,623.0,628.0,622.0,30,2.0
535,623.0,628.0,622.0,30,2.0
536,623.0,628.0,622.0,30,2.0
537,623.0,628.0,622.0,30,2.0
538,623.0,628.0,622.0,30,2.0
539,623.0,628.0,622.0,30,2.0
540,623.0,627.0,622.0,30,2.0
541,623.0,627.0,622.0,30,2.0
542,623.0,627.0,622.0,30,2.0
543,623.0,627.0,622.0,30,2.0
544,623.0,627.0,621.0,30,2.0
545,623.0,627.0,621.0,30,2.0
546,623.0,627.0,621.0,30,2.0
547,623.0,627.0,621.0,30,2.0
548,623.0,627.0,621.0,30,2.0
549,623.0,628.0,621.0,30,2.0
550,623.0,628.0,621.0,30,2.0
551,623.0,628.0,621.0,30,2.0
552,623.0,628.0,621.0,30,2.0
553,623.0,628.0,621.0,30,2.0
554,623.0,628.0,621.0,30,2.0
555,623.0,628.0,621.0,30,2.0
556,623.0,628.0,621.0,30,2.0
557,622.0,628.0,621.0,30,2.0
558,622.0,628.0,621.0,30,2.0
559,622.0,628.0,621.0,30,2.0
560,622.0,628.0,621.0,30,2.0
561,622.0,628.0,621.0,30,2.0
562,622.0,628.0,621.0,30,2.0
563,622.0,628.0,621.0,30,2.0
564,622.0,628.0,621.0,30,2.0
565,622.0,628.0,621.0,30,2.0
566,622.0,628.0,621.0,30,2.0
567,622.0,628.0,621.0,30,2.0
568,622.0,628.0,621.0,30,2.0
569,622.0,628.0,621.0,30,2.0
570,622.0,628.0,621.0,30,2.0
571,622.0,628.0,621.0,30,2.0
572,622.0,628.0,621.0,30,2.0
573,622.0,628.0,621.0,30,2.0
574,622.0,628.0,621.0,30,2.0
575,622.0,627.0,621.0,30,2.0
576,622.0,627.0,621.0,30,2.0
577,622.0,627.0,621.0,30,2.0
578,622.0,627.0,621.0,30,2.0
579,622.0,627.0,620.0,30,2.0
580,622.0,627.0,620.0,30,2.0
581,622.0,627.0,620.0,30,2.0
582,622.0,627.0,620.0,30,2.0
583,622.0,627.0,620.0,30,2.0
584,622.0,627.0,620.0,30,2.0
585,622.0,627.0,620.0,30,2.0
586,621.0,627.0,620.0,30,2.0
587,621.0,627.0,620.0,30,2.0
588,621.0,627.0,620.0,30,2.0
589,621.0,627.0,620.0,30,2.0
590,621.0,627.0,619.0,30,2.0
591,621.0,627.0,619.0,30,2.0
592,621.0,627.0,619.0,30,2.0
593,621.0,627.0,619.0,30,2.0
594,621.0,627.0,619.0,30,2.0
595,621.0,627.0,619.0,30,2.0
596,621.0,627.0,619.0,30,2.0
597,621.0,627.0,619.0,30,2.0
598,621.0,627.0,619.0,30,2.0
599,621.0,627.0,619.0,30,2.0
600,621.0,627.0,619.0,30,2.0
601,621.0,627.0,619.0,30,2.0
602,621.0,627.0,619.0,30,2.0
603,621.0,627.0,619.0,30,2.0
604,621.0,628.0,619.0,30,2.0
605,621.0,628.0,619.0,30,2.0
606,621.0,628.0,619.0,30,2.0
607,620.0,628.0,619.0,30,2.0
608,620.0,628.0,619.0,30,2.0
609,620.0,628.0,619.0,30,2.0
610,620.0,628.0,619.0,30,2.0
611,620.0,628.0,619.0,30,2.0
612,620.0,628.0,619.0,30,2.0
613,620.0,628.0,619.0,30,2.0
614,620.0,628.0,619.0,30,2.0
615,620.0,628.0,619.0,30,2.0
616,619.0,627.0,619.0,30,2.0
617,619.0,627.0,619.0,30,2.0
618,619.0,627.0,619.0,30,2.0
619,619.0,627.0,619.0,30,2.0
620,618.0,627.0,619.0,30,2.0
621,618.0,627.0,619.0,30,2.0
622,618.0,627.0,619.0,30,2.0
623,617.0,627.0,618.0,30,2.0
624,617.0,627.0,618.0,30,2.0
625,617.0,627.0,618.0,30,2.0
626,617.0,627.0,618.0,30,2.0
627,617.0,626.0,618.0,30,2.0
628,616.0,626.0,618.0,30,2.0
629,616.0,626.0,618.0,30,2.0
630,616.0,626.0,618.0,30,2.0
631,616.0,626.0,618.0,30,2.0
632,616.0,626.0,617.0,30,2.0
633,616.0,626.0,617.0,30,2.0
634,616.0,626.0,617.0,30,2.0
635,616.0,625.0,617.0,30,2.0
636,616.0,625.0,617.0,30,2.0
637,616.0,625.0,617.0,30,2.0
638,616.0,625.0,616.0,30,2.0
639,616.0,625.0,616.0,30,2.0
640,616.0,625.0,616.0,30,2.0
641,616.0,624.0,616.0,30,2.0
642,616.0,624.0,616.0,30,2.0
643,616.0,624.0,616.0,30,2.0
644,615.0,624.0,615.0,30,2.0
645,615.0,624.0,615.0,30,2.0
646,615.0,624.0,615.0,30,2.0
647,615.0,624.0,615.0,30,2.0
648,615.0,624.0,615.0,30,2.0
649,615.0,624.0,615.0,30,2.0
650,615.0,624.0,614.0,30,2.0
651,615.0,624.0,614.0,30,2.0
652,615.0,624.0,614.0,30,2.0
653,614.0,624.0,614.0,30,2.0
654,614.0,624.0,614.0,30,2.0
655,614.0,624.0,614.0,30,2.0
656,614.0,624.0,614.0,30,2.0
657,614.0,624.0,614.0,30,2.0
658,614.0,624.0,614.0,30,2.0
659,614.0,624.0,614.0,30,2.0
660,614.0,624.0,614.0,30,2.0
661,614.0,624.0,614.0,30,2.0
662,614.0,624.0,614.0,30,2.0
663,614.0,624.0,614.0,30,2.0
664,614.0,624.0,614.0,30,2.0
665,614.0,624.0,614.0,30,2.0
666,614.0,625.0,614.0,30,2.0
667,614.0,625.0,614.0,30,2.0
668,614.0,625.0,614.0,30,2.0
669,614.0,625.0,614.0,30,2.0
670,614.0,625.0,614.0,30,2.0
671,614.0,625.0,614.0,30,2.0
672,614.0,625.0,614.0,30,2.0
673,614.0,625.0,614.0,30,2.0
674,614.0,625.0,614.0,30,2.0
675,614.0,625.0,614.0,30,2.0
676,614.0,625.0,614.0,30,2.0
677,614.0,625.0,614.0,30,2.0
678,614.0,625.0,614.0,30,2.0
679,614.0,625.0,614.0,30,2.0
680,614.0,625.0,614.0,30,2.0
681,614.0,625.0,614.0,30,2.0
682,614.0,625.0,614.0,30,2.0
683,614.0,625.0,614.0,30,2.0
684,614.0,625.0,614.0,30,2.0
685,614.0,625.0,614.0,30,2.0
686,614.0,625.0,614.0,30,2.0
687,614.0,625.0,614.0,30,2.0
688,614.0,625.0,614.0,30,2.0
